state,district,month,ASSI,assi_after_centers,assi_after_bio_drive
Andaman and Nicobar Islands,Nicobar,2025-06-01,-0.7227649093683214,-0.7227649093683214,-0.7227649093683214
Andaman and Nicobar Islands,Nicobar,2025-07-01,-0.6345236290819963,-0.6345236290819963,-0.6345236290819963
Andaman and Nicobar Islands,Nicobar,2025-09-01,0.260000410146167,0.260000410146167,0.260000410146167
Andaman and Nicobar Islands,Nicobar,2025-10-01,-1.0305513779296922,-1.0305513779296922,-1.0305513779296922
Andaman and Nicobar Islands,Nicobar,2025-11-01,-0.5269888606267772,-0.5269888606267772,-0.5269888606267772
Andaman and Nicobar Islands,Nicobar,2025-12-01,-0.7975453727764376,-0.7975453727764376,-0.7975453727764376
Andaman and Nicobar Islands,North And Middle Andaman,2025-03-01,-0.3660823936992932,-0.3660823936992932,-0.3660823936992932
Andaman and Nicobar Islands,North And Middle Andaman,2025-04-01,-0.40626525528582347,-0.40626525528582347,-0.40626525528582347
Andaman and Nicobar Islands,North And Middle Andaman,2025-05-01,-0.5121681891051524,-0.5121681891051524,-0.5121681891051524
Andaman and Nicobar Islands,North And Middle Andaman,2025-06-01,-0.45255733287454997,-0.45255733287454997,-0.45255733287454997
Andaman and Nicobar Islands,North And Middle Andaman,2025-07-01,-0.33809181959631796,-0.33809181959631796,-0.33809181959631796
Andaman and Nicobar Islands,North And Middle Andaman,2025-09-01,0.39580562999345353,0.39580562999345353,0.39580562999345353
Andaman and Nicobar Islands,North And Middle Andaman,2025-10-01,-0.7141116828107207,-0.7141116828107207,-0.7141116828107207
Andaman and Nicobar Islands,North And Middle Andaman,2025-11-01,-0.25068941576705395,-0.25068941576705395,-0.25068941576705395
Andaman and Nicobar Islands,North And Middle Andaman,2025-12-01,-0.30769120092679275,-0.30769120092679275,-0.30769120092679275
Andaman and Nicobar Islands,South Andaman,2025-03-01,-0.28071022011056934,-0.28071022011056934,-0.28071022011056934
Andaman and Nicobar Islands,South Andaman,2025-04-01,-0.34973031301264185,-0.34973031301264185,-0.34973031301264185
Andaman and Nicobar Islands,South Andaman,2025-05-01,-0.38227039393609785,-0.38227039393609785,-0.38227039393609785
Andaman and Nicobar Islands,South Andaman,2025-06-01,-0.4152731615852659,-0.4152731615852659,-0.4152731615852659
Andaman and Nicobar Islands,South Andaman,2025-07-01,-0.348728514572983,-0.348728514572983,-0.348728514572983
Andaman and Nicobar Islands,South Andaman,2025-09-01,0.4779672696781855,0.4779672696781855,0.4779672696781855
Andaman and Nicobar Islands,South Andaman,2025-10-01,-0.6254769242928274,-0.6254769242928274,-0.6254769242928274
Andaman and Nicobar Islands,South Andaman,2025-11-01,-0.09329555793141558,-0.09329555793141558,-0.09329555793141558
Andaman and Nicobar Islands,South Andaman,2025-12-01,-0.2344184370503732,-0.2344184370503732,-0.2344184370503732
Andhra Pradesh,Adilabad,2025-03-01,0.15933485592991764,0.15933485592991764,0.15933485592991764
Andhra Pradesh,Adilabad,2025-04-01,-0.13599272560662473,-0.13599272560662473,-0.13599272560662473
Andhra Pradesh,Adilabad,2025-05-01,-0.14324969482539263,-0.14324969482539263,-0.14324969482539263
Andhra Pradesh,Adilabad,2025-06-01,0.0005385904630713992,0.0005385904630713992,0.0005385904630713992
Andhra Pradesh,Adilabad,2025-07-01,0.08183239102108068,0.08183239102108068,0.08183239102108068
Andhra Pradesh,Adilabad,2025-09-01,0.7785439722333198,0.7785439722333198,0.7785439722333198
Andhra Pradesh,Adilabad,2025-10-01,-0.2768957527981147,-0.2768957527981147,-0.2768957527981147
Andhra Pradesh,Adilabad,2025-11-01,0.00010237569353517897,0.00010237569353517897,0.00010237569353517897
Andhra Pradesh,Adilabad,2025-12-01,-0.3275172570455126,-0.3275172570455126,-0.3275172570455126
Andhra Pradesh,Alluri Sitharama Raju,2025-03-01,0.021974193973816565,0.021974193973816565,0.021974193973816565
Andhra Pradesh,Alluri Sitharama Raju,2025-04-01,-0.2703268241182836,-0.2703268241182836,-0.2703268241182836
Andhra Pradesh,Alluri Sitharama Raju,2025-05-01,-0.2578063521299207,-0.2578063521299207,-0.2578063521299207
Andhra Pradesh,Alluri Sitharama Raju,2025-06-01,-0.1691378027314921,-0.1691378027314921,-0.1691378027314921
Andhra Pradesh,Alluri Sitharama Raju,2025-07-01,-0.2835095932575625,-0.2835095932575625,-0.2835095932575625
Andhra Pradesh,Alluri Sitharama Raju,2025-09-01,0.5575560656307075,0.5575560656307075,0.5575560656307075
Andhra Pradesh,Alluri Sitharama Raju,2025-10-01,-0.34184060290432206,-0.34184060290432206,-0.34184060290432206
Andhra Pradesh,Alluri Sitharama Raju,2025-11-01,-0.17097800500940158,-0.17097800500940158,-0.17097800500940158
Andhra Pradesh,Alluri Sitharama Raju,2025-12-01,-0.3054271780810435,-0.3054271780810435,-0.3054271780810435
Andhra Pradesh,Anakapalli,2025-03-01,-0.16090898372677648,-0.16090898372677648,-0.16090898372677648
Andhra Pradesh,Anakapalli,2025-04-01,-0.412039184749599,-0.412039184749599,-0.412039184749599
Andhra Pradesh,Anakapalli,2025-05-01,-0.3930749640768026,-0.3930749640768026,-0.3930749640768026
Andhra Pradesh,Anakapalli,2025-06-01,-0.31730526955708754,-0.31730526955708754,-0.31730526955708754
Andhra Pradesh,Anakapalli,2025-07-01,-0.3976983604119547,-0.3976983604119547,-0.3976983604119547
Andhra Pradesh,Anakapalli,2025-09-01,0.4970795604184577,0.4970795604184577,0.4970795604184577
Andhra Pradesh,Anakapalli,2025-10-01,-0.4884101652095553,-0.4884101652095553,-0.4884101652095553
Andhra Pradesh,Anakapalli,2025-11-01,0.12463971657619481,0.12463971657619481,0.12463971657619481
Andhra Pradesh,Anakapalli,2025-12-01,-0.31301164800668296,-0.31301164800668296,-0.31301164800668296
Andhra Pradesh,Anantapur,2025-03-01,0.8016568975502738,0.8016568975502738,0.8016568975502738
Andhra Pradesh,Anantapur,2025-04-01,0.28209852693554127,0.28209852693554127,0.28209852693554127
Andhra Pradesh,Anantapur,2025-05-01,0.2976560826525223,0.2976560826525223,0.2976560826525223
Andhra Pradesh,Anantapur,2025-06-01,0.3498246049547336,0.3498246049547336,0.3498246049547336
Andhra Pradesh,Anantapur,2025-07-01,0.11602595826068741,0.11602595826068741,0.11602595826068741
Andhra Pradesh,Anantapur,2025-09-01,0.7909191200610939,0.7909191200610939,0.7909191200610939
Andhra Pradesh,Anantapur,2025-10-01,-0.0717096156711276,-0.0717096156711276,-0.0717096156711276
Andhra Pradesh,Anantapur,2025-11-01,0.1483151626978708,0.1483151626978708,0.1483151626978708
Andhra Pradesh,Anantapur,2025-12-01,-0.15468122546967655,-0.15468122546967655,-0.15468122546967655
Andhra Pradesh,Ananthapur,2025-03-01,0.6676162822911501,0.6676162822911501,0.6676162822911501
Andhra Pradesh,Ananthapur,2025-04-01,0.5553925475057029,0.5553925475057029,0.5553925475057029
Andhra Pradesh,Ananthapur,2025-05-01,0.34011263970386674,0.34011263970386674,0.34011263970386674
Andhra Pradesh,Ananthapur,2025-06-01,0.2831637139371317,0.2831637139371317,0.2831637139371317
Andhra Pradesh,Ananthapur,2025-07-01,-0.051592851744119664,-0.051592851744119664,-0.051592851744119664
Andhra Pradesh,Ananthapur,2025-09-01,0.6630125272798041,0.6630125272798041,0.6630125272798041
Andhra Pradesh,Ananthapur,2025-10-01,-0.14099710586809608,-0.14099710586809608,-0.14099710586809608
Andhra Pradesh,Ananthapur,2025-11-01,-0.006750485455795707,-0.006750485455795707,-0.006750485455795707
Andhra Pradesh,Ananthapur,2025-12-01,-0.0957447981155284,-0.0957447981155284,-0.0957447981155284
Andhra Pradesh,Ananthapuramu,2025-03-01,0.780119656322825,0.780119656322825,0.780119656322825
Andhra Pradesh,Ananthapuramu,2025-04-01,0.8442857802552226,0.8442857802552226,0.8442857802552226
Andhra Pradesh,Ananthapuramu,2025-05-01,0.8218586135469079,0.8218586135469079,0.8218586135469079
Andhra Pradesh,Ananthapuramu,2025-06-01,0.6392979467854675,0.6392979467854675,0.6392979467854675
Andhra Pradesh,Ananthapuramu,2025-07-01,0.26668060249264247,0.26668060249264247,0.26668060249264247
Andhra Pradesh,Ananthapuramu,2025-09-01,0.6982350202472934,0.6982350202472934,0.6982350202472934
Andhra Pradesh,Ananthapuramu,2025-10-01,-0.15497385588302864,-0.15497385588302864,-0.15497385588302864
Andhra Pradesh,Ananthapuramu,2025-11-01,0.04928700253232049,0.04928700253232049,0.04928700253232049
Andhra Pradesh,Ananthapuramu,2025-12-01,-0.12640390947721286,-0.12640390947721286,-0.12640390947721286
Andhra Pradesh,Annamayya,2025-03-01,-0.12007647608833771,-0.12007647608833771,-0.12007647608833771
Andhra Pradesh,Annamayya,2025-04-01,-0.184220087023388,-0.184220087023388,-0.184220087023388
Andhra Pradesh,Annamayya,2025-05-01,0.0185963000101245,0.0185963000101245,0.0185963000101245
Andhra Pradesh,Annamayya,2025-06-01,0.021661622653448995,0.021661622653448995,0.021661622653448995
Andhra Pradesh,Annamayya,2025-07-01,-0.10005776095703037,-0.10005776095703037,-0.10005776095703037
Andhra Pradesh,Annamayya,2025-09-01,0.5535430295956205,0.5535430295956205,0.5535430295956205
Andhra Pradesh,Annamayya,2025-10-01,-0.4179044914596905,-0.4179044914596905,-0.4179044914596905
Andhra Pradesh,Annamayya,2025-11-01,0.032791194576704555,0.032791194576704555,0.032791194576704555
Andhra Pradesh,Annamayya,2025-12-01,-0.22965335838247397,-0.22965335838247397,-0.22965335838247397
Andhra Pradesh,Bapatla,2025-03-01,-0.2728287135979304,-0.2728287135979304,-0.2728287135979304
Andhra Pradesh,Bapatla,2025-04-01,-0.56146894963139,-0.56146894963139,-0.56146894963139
Andhra Pradesh,Bapatla,2025-05-01,-0.2465984513353236,-0.2465984513353236,-0.2465984513353236
Andhra Pradesh,Bapatla,2025-06-01,-0.23350536547876127,-0.23350536547876127,-0.23350536547876127
Andhra Pradesh,Bapatla,2025-07-01,-0.350502384810368,-0.350502384810368,-0.350502384810368
Andhra Pradesh,Bapatla,2025-09-01,0.48965052911298523,0.48965052911298523,0.48965052911298523
Andhra Pradesh,Bapatla,2025-10-01,-0.4837840787486518,-0.4837840787486518,-0.4837840787486518
Andhra Pradesh,Bapatla,2025-11-01,0.03751088089926047,0.03751088089926047,0.03751088089926047
Andhra Pradesh,Bapatla,2025-12-01,-0.3217661524659286,-0.3217661524659286,-0.3217661524659286
Andhra Pradesh,Chittoor,2025-03-01,1.7338017273292443,1.6297736236894895,1.5820940761879354
Andhra Pradesh,Chittoor,2025-04-01,1.138954472691172,1.0706172043297015,1.0392959563306945
Andhra Pradesh,Chittoor,2025-05-01,1.4946989456461401,1.4050170089073717,1.363912787902103
Andhra Pradesh,Chittoor,2025-06-01,1.320222286779036,1.2410089495722938,1.2047028366858703
Andhra Pradesh,Chittoor,2025-07-01,0.8961422436531108,0.8961422436531108,0.8961422436531108
Andhra Pradesh,Chittoor,2025-09-01,0.8934392572915135,0.8934392572915135,0.8934392572915135
Andhra Pradesh,Chittoor,2025-10-01,-0.004771913365116981,-0.004771913365116981,-0.004771913365116981
Andhra Pradesh,Chittoor,2025-11-01,0.29149090499407226,0.29149090499407226,0.29149090499407226
Andhra Pradesh,Chittoor,2025-12-01,0.009201702424434004,0.009201702424434004,0.009201702424434004
Andhra Pradesh,Cuddapah,2025-03-01,1.0199133551449102,1.0199133551449102,1.0199133551449102
Andhra Pradesh,Cuddapah,2025-04-01,0.9353895078676934,0.9353895078676934,0.9353895078676934
Andhra Pradesh,Cuddapah,2025-05-01,0.8457402457705699,0.8457402457705699,0.8457402457705699
Andhra Pradesh,Cuddapah,2025-06-01,0.9005123759070158,0.9005123759070158,0.9005123759070158
Andhra Pradesh,Cuddapah,2025-07-01,0.4581143704494693,0.4581143704494693,0.4581143704494693
Andhra Pradesh,Cuddapah,2025-09-01,0.832745343086896,0.832745343086896,0.832745343086896
Andhra Pradesh,Cuddapah,2025-10-01,-0.03644041888115358,-0.03644041888115358,-0.03644041888115358
Andhra Pradesh,Cuddapah,2025-11-01,0.23299925485218612,0.23299925485218612,0.23299925485218612
Andhra Pradesh,Cuddapah,2025-12-01,-0.016596630038014322,-0.016596630038014322,-0.016596630038014322
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,2025-03-01,-0.227184439530748,-0.227184439530748,-0.227184439530748
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,2025-04-01,-0.49823574587563807,-0.49823574587563807,-0.49823574587563807
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,2025-05-01,-0.29296200984472726,-0.29296200984472726,-0.29296200984472726
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,2025-06-01,-0.2972399626820771,-0.2972399626820771,-0.2972399626820771
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,2025-07-01,-0.41598751111859333,-0.41598751111859333,-0.41598751111859333
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,2025-09-01,0.5305208546314587,0.5305208546314587,0.5305208546314587
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,2025-10-01,-0.5068109963516023,-0.5068109963516023,-0.5068109963516023
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,2025-11-01,0.07797704957421467,0.07797704957421467,0.07797704957421467
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,2025-12-01,-0.2953464843713204,-0.2953464843713204,-0.2953464843713204
Andhra Pradesh,East Godavari,2025-03-01,1.7847889006591795,1.6777015666196287,1.6286198718515013
Andhra Pradesh,East Godavari,2025-04-01,1.2126529147439549,1.1398937398593174,1.106545784703859
Andhra Pradesh,East Godavari,2025-05-01,1.3034141664934917,1.2252093165038822,1.189365426925311
Andhra Pradesh,East Godavari,2025-06-01,1.2925641159230263,1.2150102689676447,1.1794647557797615
Andhra Pradesh,East Godavari,2025-07-01,0.9210633438949631,0.9210633438949631,0.9210633438949631
Andhra Pradesh,East Godavari,2025-09-01,0.9198199792900039,0.9198199792900039,0.9198199792900039
Andhra Pradesh,East Godavari,2025-10-01,-0.035041992459199284,-0.035041992459199284,-0.035041992459199284
Andhra Pradesh,East Godavari,2025-11-01,0.36402956863363845,0.36402956863363845,0.36402956863363845
Andhra Pradesh,East Godavari,2025-12-01,0.06293565280283678,0.06293565280283678,0.06293565280283678
Andhra Pradesh,Eluru,2025-03-01,-0.18099375452180344,-0.18099375452180344,-0.18099375452180344
Andhra Pradesh,Eluru,2025-04-01,-0.42689854789971887,-0.42689854789971887,-0.42689854789971887
Andhra Pradesh,Eluru,2025-05-01,-0.2802012811851933,-0.2802012811851933,-0.2802012811851933
Andhra Pradesh,Eluru,2025-06-01,-0.17418972995134396,-0.17418972995134396,-0.17418972995134396
Andhra Pradesh,Eluru,2025-07-01,-0.4866412346742411,-0.4866412346742411,-0.4866412346742411
Andhra Pradesh,Eluru,2025-09-01,0.5660698540687683,0.5660698540687683,0.5660698540687683
Andhra Pradesh,Eluru,2025-10-01,-0.4286465508974627,-0.4286465508974627,-0.4286465508974627
Andhra Pradesh,Eluru,2025-11-01,0.12630636094738376,0.12630636094738376,0.12630636094738376
Andhra Pradesh,Eluru,2025-12-01,-0.3233629847380308,-0.3233629847380308,-0.3233629847380308
Andhra Pradesh,Guntur,2025-03-01,1.8327072232000163,1.7227447898080153,1.6723453411700149
Andhra Pradesh,Guntur,2025-04-01,1.2995340684512353,1.2215620243441612,1.1858248374617522
Andhra Pradesh,Guntur,2025-05-01,1.390040765730254,1.3066383197864386,1.2684121987288568
Andhra Pradesh,Guntur,2025-06-01,1.462142880681608,1.3744143078407114,1.3342053786219672
Andhra Pradesh,Guntur,2025-07-01,1.0318945888175426,1.0318945888175426,1.0318945888175426
Andhra Pradesh,Guntur,2025-09-01,0.9088229433839659,0.9088229433839659,0.9088229433839659
Andhra Pradesh,Guntur,2025-10-01,-0.02825209859708529,-0.02825209859708529,-0.02825209859708529
Andhra Pradesh,Guntur,2025-11-01,0.4659264612720876,0.4659264612720876,0.4659264612720876
Andhra Pradesh,Guntur,2025-12-01,0.07843896929423319,0.07843896929423319,0.07843896929423319
Andhra Pradesh,Hyderabad,2025-03-01,0.5203698878992346,0.5203698878992346,0.5203698878992346
Andhra Pradesh,Hyderabad,2025-04-01,0.25722954972085926,0.25722954972085926,0.25722954972085926
Andhra Pradesh,Hyderabad,2025-05-01,0.26841337199596055,0.26841337199596055,0.26841337199596055
Andhra Pradesh,Hyderabad,2025-06-01,0.30941037712400976,0.30941037712400976,0.30941037712400976
Andhra Pradesh,Hyderabad,2025-07-01,0.4654622813502602,0.4654622813502602,0.4654622813502602
Andhra Pradesh,Hyderabad,2025-09-01,0.8050896295646194,0.8050896295646194,0.8050896295646194
Andhra Pradesh,Hyderabad,2025-10-01,-0.10988693529244378,-0.10988693529244378,-0.10988693529244378
Andhra Pradesh,Hyderabad,2025-11-01,0.04759689482131929,0.04759689482131929,0.04759689482131929
Andhra Pradesh,Hyderabad,2025-12-01,-0.14839236817638,-0.14839236817638,-0.14839236817638
Andhra Pradesh,K.V.Rangareddy,2025-07-01,-0.9907680061963337,-0.9907680061963337,-0.9907680061963337
Andhra Pradesh,K.V.Rangareddy,2025-09-01,0.22884607994853257,0.22884607994853257,0.22884607994853257
Andhra Pradesh,K.V.Rangareddy,2025-10-01,-0.7773877689567997,-0.7773877689567997,-0.7773877689567997
Andhra Pradesh,K.V.Rangareddy,2025-11-01,-0.6449720829562455,-0.6449720829562455,-0.6449720829562455
Andhra Pradesh,K.V.Rangareddy,2025-12-01,-0.7983769560314502,-0.7983769560314502,-0.7983769560314502
Andhra Pradesh,K.v. Rangareddy,2025-03-01,-1.0272478774695428,-1.0272478774695428,-1.0272478774695428
Andhra Pradesh,K.v. Rangareddy,2025-06-01,-0.9239706729824106,-0.9239706729824106,-0.9239706729824106
Andhra Pradesh,K.v. Rangareddy,2025-09-01,0.09137641442522823,0.09137641442522823,0.09137641442522823
Andhra Pradesh,K.v. Rangareddy,2025-10-01,-0.6799349841413119,-0.6799349841413119,-0.6799349841413119
Andhra Pradesh,K.v. Rangareddy,2025-11-01,-1.116320427500163,-1.116320427500163,-1.116320427500163
Andhra Pradesh,K.v. Rangareddy,2025-12-01,0.12038837161335697,0.12038837161335697,0.12038837161335697
Andhra Pradesh,Kakinada,2025-03-01,-0.03912066295012655,-0.03912066295012655,-0.03912066295012655
Andhra Pradesh,Kakinada,2025-04-01,-0.34944366285853057,-0.34944366285853057,-0.34944366285853057
Andhra Pradesh,Kakinada,2025-05-01,-0.026696280400653805,-0.026696280400653805,-0.026696280400653805
Andhra Pradesh,Kakinada,2025-06-01,-0.1257117235214295,-0.1257117235214295,-0.1257117235214295
Andhra Pradesh,Kakinada,2025-07-01,-0.19588819300241045,-0.19588819300241045,-0.19588819300241045
Andhra Pradesh,Kakinada,2025-09-01,0.5902957969151571,0.5902957969151571,0.5902957969151571
Andhra Pradesh,Kakinada,2025-10-01,-0.35070210712125877,-0.35070210712125877,-0.35070210712125877
Andhra Pradesh,Kakinada,2025-11-01,-0.01824932037109021,-0.01824932037109021,-0.01824932037109021
Andhra Pradesh,Kakinada,2025-12-01,-0.2219097219313994,-0.2219097219313994,-0.2219097219313994
Andhra Pradesh,Karim Nagar,2025-03-01,-0.7151613066240519,-0.7151613066240519,-0.7151613066240519
Andhra Pradesh,Karim Nagar,2025-04-01,-0.847522730654459,-0.847522730654459,-0.847522730654459
Andhra Pradesh,Karim Nagar,2025-05-01,-0.7019462292319331,-0.7019462292319331,-0.7019462292319331
Andhra Pradesh,Karim Nagar,2025-06-01,-0.8222335881748339,-0.8222335881748339,-0.8222335881748339
Andhra Pradesh,Karim Nagar,2025-07-01,-0.7454833215612175,-0.7454833215612175,-0.7454833215612175
Andhra Pradesh,Karim Nagar,2025-09-01,0.2894533294917309,0.2894533294917309,0.2894533294917309
Andhra Pradesh,Karim Nagar,2025-10-01,-0.536132749382239,-0.536132749382239,-0.536132749382239
Andhra Pradesh,Karim Nagar,2025-11-01,-0.5545131074548659,-0.5545131074548659,-0.5545131074548659
Andhra Pradesh,Karim Nagar,2025-12-01,-0.6770040920057964,-0.6770040920057964,-0.6770040920057964
Andhra Pradesh,Karimnagar,2025-03-01,-0.24780115955886836,-0.24780115955886836,-0.24780115955886836
Andhra Pradesh,Karimnagar,2025-04-01,-0.48176811939543185,-0.48176811939543185,-0.48176811939543185
Andhra Pradesh,Karimnagar,2025-05-01,-0.32857879423250713,-0.32857879423250713,-0.32857879423250713
Andhra Pradesh,Karimnagar,2025-06-01,-0.2937226058361545,-0.2937226058361545,-0.2937226058361545
Andhra Pradesh,Karimnagar,2025-07-01,-0.2659903686973103,-0.2659903686973103,-0.2659903686973103
Andhra Pradesh,Karimnagar,2025-09-01,0.6419334380675867,0.6419334380675867,0.6419334380675867
Andhra Pradesh,Karimnagar,2025-10-01,-0.3897616315345134,-0.3897616315345134,-0.3897616315345134
Andhra Pradesh,Karimnagar,2025-11-01,-0.2720992088026545,-0.2720992088026545,-0.2720992088026545
Andhra Pradesh,Karimnagar,2025-12-01,-0.36534362991833713,-0.36534362991833713,-0.36534362991833713
Andhra Pradesh,Khammam,2025-03-01,0.1352277513544458,0.1352277513544458,0.1352277513544458
Andhra Pradesh,Khammam,2025-04-01,-0.18045472242382304,-0.18045472242382304,-0.18045472242382304
Andhra Pradesh,Khammam,2025-05-01,-0.11041599810213869,-0.11041599810213869,-0.11041599810213869
Andhra Pradesh,Khammam,2025-06-01,-0.03213031303822721,-0.03213031303822721,-0.03213031303822721
Andhra Pradesh,Khammam,2025-07-01,0.02811707115669769,0.02811707115669769,0.02811707115669769
Andhra Pradesh,Khammam,2025-09-01,0.735661861860921,0.735661861860921,0.735661861860921
Andhra Pradesh,Khammam,2025-10-01,-0.24753121694533095,-0.24753121694533095,-0.24753121694533095
Andhra Pradesh,Khammam,2025-11-01,0.0009257730728111924,0.0009257730728111924,0.0009257730728111924
Andhra Pradesh,Khammam,2025-12-01,-0.3126789326060039,-0.3126789326060039,-0.3126789326060039
Andhra Pradesh,Krishna,2025-03-01,1.4819685453716172,1.39305043264932,1.3522962976516006
Andhra Pradesh,Krishna,2025-04-01,1.1112197240477981,1.0445465406049301,1.0139879981936157
Andhra Pradesh,Krishna,2025-05-01,1.2890439966489018,1.2117013568499677,1.1762526469421228
Andhra Pradesh,Krishna,2025-06-01,1.1185001952840836,1.0513901835670385,1.0206314281967264
Andhra Pradesh,Krishna,2025-07-01,0.7772545639233241,0.7772545639233241,0.7772545639233241
Andhra Pradesh,Krishna,2025-09-01,0.9072864016603676,0.9072864016603676,0.9072864016603676
Andhra Pradesh,Krishna,2025-10-01,-0.09061953534820479,-0.09061953534820479,-0.09061953534820479
Andhra Pradesh,Krishna,2025-11-01,0.33706035568497816,0.33706035568497816,0.33706035568497816
Andhra Pradesh,Krishna,2025-12-01,0.021096801385174512,0.021096801385174512,0.021096801385174512
Andhra Pradesh,Kurnool,2025-03-01,1.8306717652592306,1.7208314593436767,1.6704879857990478
Andhra Pradesh,Kurnool,2025-04-01,1.4531340144710396,1.3659459736027773,1.3259847882048237
Andhra Pradesh,Kurnool,2025-05-01,1.5846194510714662,1.4895422840071781,1.4459652491027128
Andhra Pradesh,Kurnool,2025-06-01,1.4627689166406965,1.3750027816422548,1.3347766364346356
Andhra Pradesh,Kurnool,2025-07-01,1.3698549347380065,1.287663638653726,1.2499926279484308
Andhra Pradesh,Kurnool,2025-09-01,0.9060470546505032,0.9060470546505032,0.9060470546505032
Andhra Pradesh,Kurnool,2025-10-01,0.06382320035757187,0.06382320035757187,0.06382320035757187
Andhra Pradesh,Kurnool,2025-11-01,0.22489764812168184,0.22489764812168184,0.22489764812168184
Andhra Pradesh,Kurnool,2025-12-01,0.06764541835809249,0.06764541835809249,0.06764541835809249
Andhra Pradesh,Mahabub Nagar,2025-03-01,-0.5136773111177857,-0.5136773111177857,-0.5136773111177857
Andhra Pradesh,Mahabub Nagar,2025-04-01,-0.7404181151563656,-0.7404181151563656,-0.7404181151563656
Andhra Pradesh,Mahabub Nagar,2025-05-01,-0.7467757902114629,-0.7467757902114629,-0.7467757902114629
Andhra Pradesh,Mahabub Nagar,2025-06-01,-0.5392740085061535,-0.5392740085061535,-0.5392740085061535
Andhra Pradesh,Mahabub Nagar,2025-07-01,-0.5328083481249307,-0.5328083481249307,-0.5328083481249307
Andhra Pradesh,Mahabub Nagar,2025-09-01,0.6855122966097092,0.6855122966097092,0.6855122966097092
Andhra Pradesh,Mahabub Nagar,2025-10-01,-0.35205995816586017,-0.35205995816586017,-0.35205995816586017
Andhra Pradesh,Mahabub Nagar,2025-11-01,-0.20442441190371316,-0.20442441190371316,-0.20442441190371316
Andhra Pradesh,Mahabub Nagar,2025-12-01,-0.4220391276436155,-0.4220391276436155,-0.4220391276436155
Andhra Pradesh,Mahabubnagar,2025-09-01,-0.8646356665822501,-0.8646356665822501,-0.8646356665822501
Andhra Pradesh,Mahabubnagar,2025-10-01,-1.1402998705779257,-1.1402998705779257,-1.1402998705779257
Andhra Pradesh,Mahabubnagar,2025-11-01,-1.3262545982028942,-1.3262545982028942,-1.3262545982028942
Andhra Pradesh,Mahabubnagar,2025-12-01,-0.02599536733826959,-0.02599536733826959,-0.02599536733826959
